학교명,소재지도로명주소,위도,경도,카테고리_대,카테고리_소
서울신묵초등학교,서울특별시 중랑구 동일로149길 46,37.60652285,127.0758358,교육,초등학교
성동초등학교,서울특별시 광진구 자양로4길 63,37.53328137,127.089281,교육,초등학교
서초중학교,서울특별시 서초구 반포대로13길 48,37.48553868,127.0085193,교육,중학교
독산고등학교,서울특별시 금천구 문성로 64,37.47621872,126.9109732,교육,고등학교
일신여자상업고등학교,서울특별시 송파구 송파대로38길 8,37.50179413,127.1142413,교육,고등학교
서울토성초등학교,서울특별시 송파구 풍성로20길 44,37.53188286,127.1156331,교육,초등학교
서울등서초등학교,서울특별시 강서구 화곡로58길 86,37.55188439,126.8550381,교육,초등학교
중암중학교,서울특별시 마포구 월드컵북로38길 25,37.57243177,126.9035851,교육,중학교
서울성북초등학교,서울특별시 성북구 성북로 102-10,37.59405389,126.9987754,교육,초등학교
혜화여자고등학교,서울특별시 강북구 인수봉로 127,37.63130842,127.013212,교육,고등학교
태릉고등학교,서울특별시 중랑구 신내로23길 36,37.61916383,127.0855576,교육,고등학교
용문고등학교,서울특별시 성북구 고려대로17가길 46,37.58869033,127.0246608,교육,고등학교
서울등양초등학교,서울특별시 강서구 강서로56나길 140,37.56494704,126.8447602,교육,초등학교
서울흥인초등학교,서울특별시 중구 청구로6길 11,37.56087001,127.0145555,교육,초등학교
강일고등학교,서울특별시 강동구 아리수로98길 40,37.5638281,127.1779035,교육,고등학교
오산중학교,서울특별시 용산구 보광로7길 17,37.52358051,127.0008872,교육,중학교
성서중학교,서울특별시 마포구 성산로4길 42,37.5627873,126.9079522,교육,중학교
은평중학교,서울특별시 은평구 갈현로17나길 12-1,37.61061869,126.9083472,교육,중학교
서울세검정초등학교,서울특별시 종로구 세검정로9길 1,37.60346883,126.9609387,교육,초등학교
영훈국제중학교,서울특별시 강북구 도봉로13가길 19,37.61468187,127.0280933,교육,중학교
서울신목초등학교,서울특별시 양천구 신목로5길 11-6,37.51661098,126.8726408,교육,초등학교
서울번동초등학교,서울특별시 강북구 오현로 204,37.62900012,127.0400394,교육,초등학교
서울신구로초등학교,서울특별시 구로구 가마산로27길 69,37.49966003,126.8897631,교육,초등학교
서울신사초등학교,서울특별시 은평구 가좌로 275-2,37.5928019,126.9119832,교육,초등학교
광성중학교,서울특별시 마포구 신수로8길 20,37.54869756,126.9359696,교육,중학교
세화고등학교,서울특별시 서초구 신반포로 56-7,37.50199646,126.99423,교육,고등학교
영훈고등학교,서울특별시 강북구 도봉로13가길 19,37.61468187,127.0280933,교육,고등학교
영등포공업고등학교,서울특별시 강서구 허준로5길 15,37.56983562,126.8500283,교육,고등학교
대경생활과학고등학교,서울특별시 중구 매봉18길 111,37.55637326,127.0169792,교육,고등학교
환일중학교,서울특별시 중구 환일길 47,37.55360775,126.9628071,교육,중학교
서울미양초등학교,서울특별시 강북구 솔샘로 195,37.62153242,127.0141334,교육,초등학교
서울상신초등학교,서울특별시 은평구 가좌로 361,37.59755372,126.9046049,교육,초등학교
서울신방학초등학교,서울특별시 도봉구 시루봉로 173,37.66668425,127.0289181,교육,초등학교
성신초등학교,서울특별시 성북구 북악산로 918,37.59462313,127.0231285,교육,초등학교
단국대학교부속소프트웨어고등학교,서울특별시 강남구 도곡로64길 21,37.49562483,127.0577682,교육,고등학교
숭의여자고등학교,서울특별시 동작구 여의대방로36길 79,37.50736414,126.9292433,교육,고등학교
압구정고등학교,서울특별시 강남구 압구정로39길 20,37.53113395,127.0327116,교육,고등학교
월계고등학교,서울특별시 노원구 초안산로5길 66,37.63173301,127.0487159,교육,고등학교
문현고등학교,서울특별시 송파구 충민로 115,37.48131355,127.1287623,교육,고등학교
사당중학교,서울특별시 동작구 사당로9가길 58,37.48776119,126.9685407,교육,중학교
서울청담초등학교,서울특별시 강남구 압구정로71길 9,37.52828187,127.045153,교육,초등학교
명덕여자중학교,서울특별시 강서구 강서로47길 34-10,37.55394399,126.8342914,교육,중학교
홍익대학교사범대학부속초등학교,서울특별시 마포구 성미산로 51,37.55964474,126.9132084,교육,초등학교
서울청계초등학교,서울특별시 노원구 공릉로 431,37.64503406,127.0661389,교육,초등학교
서울대모초등학교,서울특별시 강남구 광평로20길 27,37.48059845,127.0859938,교육,초등학교
한성여자중학교,서울특별시 성북구 삼선교로16길 118,37.5830649,127.0117427,교육,중학교
서울당산초등학교,서울특별시 영등포구 선유로55길 32,37.54011912,126.8962411,교육,초등학교
신남중학교,서울특별시 양천구 중앙로29길 109,37.52077389,126.8478926,교육,중학교
은광여자고등학교,서울특별시 강남구 남부순환로359길 36,37.48837857,127.0352324,교육,고등학교
양화중학교,서울특별시 영등포구 당산로 56,37.5196596,126.8959945,교육,중학교
서울안산초등학교,서울특별시 서대문구 통일로 321,37.57916901,126.9522097,교육,초등학교
서울신자초등학교,서울특별시 광진구 뚝섬로46길 64,37.53027881,127.0755876,교육,초등학교
서울여자고등학교,서울특별시 마포구 백범로25길 34,37.5477805,126.94907,교육,고등학교
서울장월초등학교,서울특별시 성북구 한천로101길 66,37.62194109,127.0471628,교육,초등학교
풍납중학교,서울특별시 송파구 올림픽로43길 20,37.52536544,127.1156283,교육,중학교
상신중학교,서울특별시 은평구 증산로15길 61,37.58978547,126.9064249,교육,중학교
서울장곡초등학교,서울특별시 성북구 장월로23길 16,37.61683137,127.0481552,교육,초등학교
선정중학교,서울특별시 은평구 서오릉로20길 19,37.61870451,126.9090316,교육,중학교
서울대림초등학교,서울특별시 동작구 대방동1길 22,37.5006148,126.9248833,교육,초등학교
서울잠동초등학교,서울특별시 송파구 올림픽로35길 122,37.51833846,127.099931,교육,초등학교
온곡중학교,서울특별시 노원구 노원로 492,37.66058142,127.0643327,교육,중학교
목일중학교,서울특별시 양천구 목동동로8길 70,37.51354095,126.8740325,교육,중학교
영파여자고등학교,서울특별시 송파구 올림픽로 565,37.53273562,127.1197395,교육,고등학교
서울문백초등학교,서울특별시 금천구 시흥대로47길 43-1,37.44709025,126.8986974,교육,초등학교
백석중학교,서울특별시 강서구 등촌로51나길 35,37.54829091,126.8589539,교육,중학교
서울창천초등학교,서울특별시 마포구 백범로1길 56,37.55491782,126.9392951,교육,초등학교
당곡중학교,서울특별시 관악구 봉천로13길 101,37.4923589,126.9326777,교육,중학교
계성초등학교,서울특별시 서초구 신반포로19길 23,37.5049159,126.9968257,교육,초등학교
창문여자중학교,서울특별시 강북구 월계로 61,37.6134057,127.0357962,교육,중학교
서울개운초등학교,서울특별시 성북구 정릉로48길 52,37.60183902,127.0275962,교육,초등학교
동북초등학교,서울특별시 도봉구 시루봉로 53,37.65634868,127.0268766,교육,초등학교
서울월곡초등학교,서울특별시 성북구 장월로3길 42,37.61002442,127.046081,교육,초등학교
덕성여자고등학교,서울특별시 종로구 율곡로3길 50,37.57776082,126.9835581,교육,고등학교
정원여자중학교,서울특별시 서대문구 연희로37안길 51,37.58538212,126.9333431,교육,중학교
정신여자중학교,서울특별시 송파구 올림픽로4길 16,37.50945384,127.0738473,교육,중학교
서울행현초등학교,서울특별시 성동구 행당로 95,37.55770899,127.029368,교육,초등학교
서울영원초등학교,서울특별시 영등포구 도영로22길 31,37.51071936,126.9021825,교육,초등학교
서울중마초등학교,서울특별시 광진구 동일로72길 43,37.56579084,127.0790239,교육,초등학교
방배중학교,서울특별시 서초구 동광로 144,37.49486827,126.997827,교육,중학교
서울중원초등학교,서울특별시 노원구 섬밭로 316,37.64398229,127.0627832,교육,초등학교
장원중학교,서울특별시 중구 동호로15길 93-34,37.55396452,127.0060429,교육,중학교
서울송파초등학교,서울특별시 송파구 백제고분로 400,37.50713737,127.111119,교육,초등학교
서울도곡초등학교,서울특별시 강남구 선릉로64길 33,37.49951141,127.0544655,교육,초등학교
전동중학교,서울특별시 동대문구 장안벚꽃로 291,37.58619359,127.0709291,교육,중학교
방원중학교,서울특별시 강서구 금낭화로 268,37.57597576,126.8086174,교육,중학교
난우중학교,서울특별시 관악구 난곡로16길 32,37.46680396,126.9228283,교육,중학교
거원중학교,서울특별시 송파구 양산로2길 30,37.48772386,127.1465491,교육,중학교
양재고등학교,서울특별시 서초구 남부순환로346길 9,37.48242164,127.0320796,교육,고등학교
서울양동초등학교,서울특별시 양천구 오목로23길 24,37.52584826,126.8512402,교육,초등학교
중앙중학교,서울특별시 종로구 창덕궁길 164,37.58378822,126.9874726,교육,중학교
서울잠원초등학교,서울특별시 서초구 신반포로16길 15-25,37.501859,126.9980966,교육,초등학교
목동중학교,서울특별시 양천구 목동동로 172,37.5209572,126.8714631,교육,중학교
등촌고등학교,서울특별시 강서구 공항대로39길 115,37.56294522,126.8450461,교육,고등학교
휘경여자고등학교,서울특별시 동대문구 한천로 247,37.58190052,127.0674341,교육,고등학교
서울가원초등학교,서울특별시 송파구 중대로4길 8,37.48944215,127.1110274,교육,초등학교
무학중학교,서울특별시 성동구 행당로 120,37.55768336,127.0319746,교육,중학교
등촌중학교,서울특별시 강서구 공항대로 484-12,37.55248221,126.8592148,교육,중학교
배문고등학교,서울특별시 용산구 효창원로 258,37.54999783,126.9639041,교육,고등학교
서울염동초등학교,서울특별시 강서구 양천로73길 17,37.55209548,126.8723509,교육,초등학교
구일고등학교,서울특별시 구로구 구일로 90-51,37.49350529,126.8746185,교육,고등학교
서울상지초등학교,서울특별시 마포구 월드컵로42길 30,37.57975102,126.8820736,교육,초등학교
양천중학교,서울특별시 양천구 지양로7길 32,37.51900116,126.8305508,교육,중학교
서울대방초등학교,서울특별시 영등포구 여의대방로35길 14,37.50290012,126.9190202,교육,초등학교
화원중학교,서울특별시 강서구 강서로17나길 86,37.53621409,126.8424164,교육,중학교
서울영풍초등학교,서울특별시 송파구 오금로57길 15,37.49622,127.1430148,교육,초등학교
서울세곡초등학교,서울특별시 구로구 고척로33길 34,37.5050561,126.8491198,교육,초등학교
서울삼광초등학교,서울특별시 용산구 두텁바위로1나길 19,37.54775231,126.9765943,교육,초등학교
등명중학교,서울특별시 강서구 공항대로39길 39,37.56019335,126.8433041,교육,중학교
서울서원초등학교,서울특별시 서초구 고무래로 63,37.5024389,127.0146195,교육,초등학교
서울명신초등학교,서울특별시 종로구 낙산길 250,37.58146865,127.0146229,교육,초등학교
압구정중학교,서울특별시 강남구 압구정로 225,37.53024224,127.0330027,교육,중학교
숙명여자중학교,서울특별시 강남구 남부순환로 2807,37.49147536,127.0526126,교육,중학교
동덕여자고등학교,서울특별시 서초구 효령로2길 123-5,37.47583666,126.991995,교육,고등학교
서울장수초등학교,서울특별시 양천구 신정로13가길 30,37.5129972,126.8451597,교육,초등학교
서울봉천초등학교,서울특별시 관악구 행운1라길 17,37.4832696,126.9581884,교육,초등학교
서울한남초등학교,서울특별시 용산구 한남대로 112,37.53920365,127.0055998,교육,초등학교
신구중학교,서울특별시 강남구 압구정로36길 17,37.52744229,127.0316727,교육,중학교
홍익디자인고등학교,서울특별시 마포구 성미산로 111,37.56351064,126.9191663,교육,고등학교
서울구암초등학교,서울특별시 관악구 구암길 1,37.48921747,126.9462717,교육,초등학교
구암중학교,서울특별시 관악구 성현로 53,37.49277532,126.948602,교육,중학교
서울자곡초등학교,서울특별시 강남구 자곡로 150,37.47219072,127.0996665,교육,초등학교
서울은천초등학교,서울특별시 관악구 은천로 69,37.4865852,126.9426791,교육,초등학교
남강중학교,서울특별시 관악구 난곡로34길 80,37.47137567,126.9249091,교육,중학교
서울답십리초등학교,서울특별시 동대문구 전농로3길 23,37.56880432,127.055427,교육,초등학교
경인중학교,서울특별시 구로구 경인로 301,37.49846566,126.8536725,교육,중학교
대명중학교,서울특별시 강남구 역삼로87길 26,37.50633641,127.0609849,교육,중학교
서울난곡초등학교,서울특별시 관악구 난곡로35길 102,37.4691282,126.9163416,교육,초등학교
서울미성초등학교,서울특별시 관악구 문성로 79,37.47833997,126.9123923,교육,초등학교
서울독립문초등학교,서울특별시 종로구 통일로12길 23,37.57421553,126.9599722,교육,초등학교
신일중학교,서울특별시 강북구 솔매로49길 20,37.62796722,127.0284273,교육,중학교
원묵중학교,서울특별시 중랑구 신내로23길 57,37.61777209,127.0843728,교육,중학교
서울옥정초등학교,서울특별시 성동구 한림말길 43,37.54230974,127.0157855,교육,초등학교
서울봉은초등학교,서울특별시 강남구 학동로 610,37.52008269,127.0609329,교육,초등학교
서울중화초등학교,서울특별시 중랑구 신내로7가길 22,37.60292163,127.094065,교육,초등학교
종암중학교,서울특별시 성북구 종암로5길 80-17,37.593111,127.0319913,교육,중학교
한강중학교,서울특별시 용산구 녹사평대로 73,37.52361192,126.9927909,교육,중학교
신월중학교,서울특별시 양천구 남부순환로29길 25,37.54046194,126.828389,교육,중학교
서울성산초등학교,서울특별시 마포구 양화로3길 94,37.55342789,126.9109504,교육,초등학교
아주중학교,서울특별시 송파구 올림픽로4길 69,37.50523028,127.0765497,교육,중학교
서울동일초등학교,서울특별시 노원구 한글비석로 566,37.66481537,127.05417,교육,초등학교
서울개현초등학교,서울특별시 강남구 선릉로 15,37.48078757,127.0616268,교육,초등학교
서울삼선초등학교,서울특별시 성북구 보문로29길 106,37.58714152,127.0126718,교육,초등학교
중평중학교,서울특별시 노원구 동일로203길 87,37.63697638,127.0623933,교육,중학교
서울신중초등학교,서울특별시 서초구 남부순환로317길 15,37.48015788,127.0093433,교육,초등학교
서울관광고등학교,서울특별시 관악구 은천로15길 25,37.48781542,126.9437608,교육,고등학교
서울배봉초등학교,서울특별시 동대문구 사가정로 193,37.58008416,127.0668719,교육,초등학교
강서공업고등학교,서울특별시 강서구 방화대로47길 9,37.57603409,126.8161817,교육,고등학교
중동고등학교,서울특별시 강남구 일원로 7,37.49371459,127.0809122,교육,고등학교
서울수유초등학교,서울특별시 강북구 삼양로74길 39,37.63124966,127.0202924,교육,초등학교
서울관악초등학교,서울특별시 관악구 청룡4길 49,37.48102565,126.9425545,교육,초등학교
신수중학교,서울특별시 마포구 신수로 49,37.545923,126.934132,교육,중학교
언주중학교,서울특별시 강남구 선릉로116길 57,37.51465316,127.0466832,교육,중학교
휘봉고등학교,서울특별시 동대문구 한천로 290,37.58647725,127.068852,교육,고등학교
서울난우초등학교,서울특별시 관악구 난우길 40,37.47711829,126.9176525,교육,초등학교
숭곡중학교,서울특별시 성북구 종암로 208,37.60847848,127.0312998,교육,중학교
강북중학교,서울특별시 강북구 한천로150길 67,37.6449159,127.0253734,교육,중학교
서울원명초등학교,서울특별시 서초구 고무래로 90-6,37.50079587,127.0167076,교육,초등학교
서울역삼초등학교,서울특별시 강남구 강남대로66길 21,37.49316528,127.0326527,교육,초등학교
홍익대학교사범대학부속고등학교,서울특별시 성북구 성북로14가길 23,37.59366662,127.002805,교육,고등학교
서울방학초등학교,서울특별시 도봉구 도당로9길 34,37.66393373,127.032748,교육,초등학교
서울용두초등학교,서울특별시 동대문구 천호대로13길 43,37.57641309,127.0283872,교육,초등학교
서울상봉초등학교,서울특별시 중랑구 동일로126가길 11,37.59797895,127.0831714,교육,초등학교
신원중학교,서울특별시 양천구 가로공원로55길 19,37.5370925,126.8248419,교육,중학교
서울원광초등학교,서울특별시 노원구 덕릉로76길 18,37.65431092,127.0749142,교육,초등학교
덕산중학교,서울특별시 은평구 가좌로 400,37.6022574,126.9046771,교육,중학교
서울중계초등학교,서울특별시 노원구 한글비석로19길 39,37.65784243,127.0733117,교육,초등학교
서울금천초등학교,서울특별시 금천구 탑골로5길 60,37.45481034,126.9128749,교육,초등학교
서울윤중초등학교,서울특별시 영등포구 여의나루로2길 14,37.51964164,126.9225908,교육,초등학교
서울가락초등학교,서울특별시 송파구 송파대로37길 45,37.50002115,127.1076425,교육,초등학교
서울강덕초등학교,서울특별시 강동구 동남로82길 94-54,37.55954748,127.1604836,교육,초등학교
환일고등학교,서울특별시 마포구 환일길 47,37.55360652,126.9628021,교육,고등학교
서울해누리초등학교,서울특별시 송파구 송파대로37길 95,37.49824966,127.1021917,교육,초등학교
서울여자상업고등학교,서울특별시 관악구 관악로 85,37.47290457,126.9509181,교육,고등학교
경인고등학교,서울특별시 구로구 경인로46길 31,37.49599268,126.8654289,교육,고등학교
서울신용산초등학교,서울특별시 용산구 이촌로 255,37.52062959,126.9753663,교육,초등학교
남성중학교,서울특별시 동작구 남부순환로269길 166,37.47900822,126.972489,교육,중학교
창일중학교,서울특별시 도봉구 노해로66길 60,37.64898751,127.0469136,교육,중학교
서울광남초등학교,서울특별시 광진구 아차산로70길 35,37.54078809,127.1006653,교육,초등학교
전일중학교,서울특별시 동대문구 사가정로13길 67,37.58250018,127.0583795,교육,중학교
서울자운초등학교,서울특별시 도봉구 마들로13길 166,37.65801094,127.0466811,교육,초등학교
서울신당초등학교,서울특별시 중구 난계로 141,37.56362621,127.0236731,교육,초등학교
서울용동초등학교,서울특별시 노원구 한글비석로1길 81-11,37.64108381,127.0690818,교육,초등학교
서울양원초등학교,서울특별시 양천구 화곡로 16,37.53821733,126.8231052,교육,초등학교
서울월계초등학교,서울특별시 노원구 월계로45가길 10,37.62762424,127.0501876,교육,초등학교
서울중평초등학교,서울특별시 노원구 섬밭로 241,37.63753357,127.0639651,교육,초등학교
우신고등학교,서울특별시 구로구 부일로 917,37.49490231,126.8263536,교육,고등학교
월곡중학교,서울특별시 성북구 장월로 6,37.60698163,127.0482588,교육,중학교
서울송정초등학교,서울특별시 강서구 공항대로3길 18,37.56223089,126.8102813,교육,초등학교
서울정화고등학교,서울특별시 동대문구 홍릉로15길 50,37.58604864,127.0410703,교육,고등학교
청원초등학교,서울특별시 노원구 한글비석로 506,37.66525155,127.0625329,교육,초등학교
서울거원초등학교,서울특별시 송파구 양산로2길 26,37.48762503,127.144909,교육,초등학교
서울문성초등학교,서울특별시 금천구 시흥대로 460,37.47491196,126.8994492,교육,초등학교
봉원중학교,서울특별시 관악구 관악로24가길 15,37.48410274,126.9588909,교육,중학교
서운중학교,서울특별시 서초구 서운로 115,37.49394851,127.0245382,교육,중학교
서울난향초등학교,서울특별시 관악구 난향길 9,37.46282189,126.9183368,교육,초등학교
신도림중학교,서울특별시 구로구 경인로63길 74,37.51074073,126.8848071,교육,중학교
서울강남초등학교,서울특별시 동작구 강남초등길 15,37.50619275,126.9533591,교육,초등학교
오금중학교,서울특별시 송파구 오금로35길 20,37.50527064,127.1288011,교육,중학교
서울면남초등학교,서울특별시 중랑구 면목로30나길 38,37.57725972,127.0876664,교육,초등학교
서울신학초등학교,서울특별시 도봉구 방학로 247-21,37.66122045,127.0257213,교육,초등학교
서울원당초등학교,서울특별시 관악구 봉천로 505,37.48128046,126.9562493,교육,초등학교
서울송화초등학교,서울특별시 강서구 방화대로34길 2,37.56769447,126.8168745,교육,초등학교
서울신답초등학교,서울특별시 동대문구 천호대로 177,37.57270461,127.0429617,교육,초등학교
염창중학교,서울특별시 강서구 양천로67가길 83,37.55426407,126.8717473,교육,중학교
홍익대학교사범대학부속여자중학교,서울특별시 마포구 성미산로 51,37.55964474,126.9132084,교육,중학교
정신여자고등학교,서울특별시 송파구 올림픽로4길 16,37.50945384,127.0738473,교육,고등학교
가락중학교,서울특별시 송파구 송이로 45,37.50248553,127.1187527,교육,중학교
서울강서초등학교,서울특별시 양천구 오목로 31,37.52241272,126.8409879,교육,초등학교
서울신림초등학교,서울특별시 관악구 문성로28길 31,37.47711985,126.9268767,교육,초등학교
서울창경초등학교,서울특별시 도봉구 도봉로129길 54,37.65660218,127.0346025,교육,초등학교
서울원촌초등학교,서울특별시 서초구 사평대로45길 26,37.50618948,127.0125656,교육,초등학교
상명대학교사범대학부속초등학교,서울특별시 종로구 홍지문2길 1,37.60044056,126.9567149,교육,초등학교
서울숭미초등학교,서울특별시 도봉구 노해로 179,37.65102344,127.0279443,교육,초등학교
한성과학고등학교,서울특별시 서대문구 통일로 279-79,37.57543617,126.9523709,교육,고등학교
서울송천초등학교,서울특별시 강북구 삼양로20길 29,37.6149052,127.0237354,교육,초등학교
방산중학교,서울특별시 송파구 오금로29길 31,37.50937287,127.1218756,교육,중학교
상명대학교사범대학부속여자중학교,서울특별시 종로구 홍지문2길 20,37.60410891,126.9551595,교육,중학교
서울사당초등학교,서울특별시 관악구 남현4길 51,37.47383628,126.9733501,교육,초등학교
문일중학교,서울특별시 금천구 시흥대로47길 45,37.44891526,126.8987207,교육,중학교
서울신원초등학교,서울특별시 양천구 남부순환로58길 32,37.52950283,126.829855,교육,초등학교
서울미술고등학교,서울특별시 관악구 남부순환로247길 26,37.47669631,126.9667485,교육,고등학교
서울목동초등학교,서울특별시 양천구 목동동로12길 12,37.52280877,126.8721195,교육,초등학교
서울거여초등학교,서울특별시 송파구 마천로25길 18,37.50516942,127.1409011,교육,초등학교
서울청량초등학교,서울특별시 동대문구 회기로25길 31,37.5923094,127.0559085,교육,초등학교
동국대학교사범대학부속중학교,서울특별시 동대문구 장안벚꽃로 201,37.57804718,127.0751705,교육,중학교
고명외식고등학교,서울특별시 성북구 북악산로 870,37.59767468,127.0191869,교육,고등학교
성동고등학교,서울특별시 중구 퇴계로90길 17,37.56411643,127.0223892,교육,고등학교
덕원여자고등학교,서울특별시 강서구 강서로45길 91-44,37.54862258,126.8290245,교육,고등학교
우신중학교,서울특별시 구로구 부일로 917,37.49490231,126.8263536,교육,중학교
인덕과학기술고등학교,서울특별시 노원구 초안산로 12,37.63034387,127.0544999,교육,고등학교
동국대학교사범대학부속고등학교,서울특별시 동대문구 장안벚꽃로 201,37.57804718,127.075133,교육,고등학교
동명여자고등학교,서울특별시 은평구 통일로 793,37.61441879,126.9228204,교육,고등학교
고척고등학교,서울특별시 구로구 중앙로15길 162,37.50804938,126.8498691,교육,고등학교
서울문정초등학교,서울특별시 송파구 문정로5길 20,37.48907284,127.1290135,교육,초등학교
국사봉중학교,서울특별시 동작구 양녕로20길 20,37.49353263,126.9440557,교육,중학교
서울당서초등학교,서울특별시 영등포구 당산로 187,37.53202744,126.8998142,교육,초등학교
대영고등학교,서울특별시 영등포구 도림로86길 16,37.50366109,126.9058657,교육,고등학교
대일고등학교,서울특별시 강서구 등촌로35길 90,37.53958612,126.8625699,교육,고등학교
서울대학교사범대학부설고등학교,서울특별시 성북구 월곡로 6,37.59472384,127.0381204,교육,고등학교
서울광진초등학교,서울특별시 광진구 자양로40길 41,37.54761146,127.0913325,교육,초등학교
휘경여자중학교,서울특별시 동대문구 한천로 247,37.58190052,127.0674341,교육,중학교
관악중학교,서울특별시 관악구 남부순환로237길 60,37.48125828,126.9619123,교육,중학교
신림중학교,서울특별시 관악구 신림로 40,37.47032734,126.946004,교육,중학교
한가람고등학교,서울특별시 양천구 목동서로 15,37.53746204,126.8840075,교육,고등학교
경희고등학교,서울특별시 동대문구 경희대로 26,37.59394914,127.054891,교육,고등학교
봉화중학교,서울특별시 중랑구 망우로70길 89,37.59582753,127.1043156,교육,중학교
오류고등학교,서울특별시 구로구 오리로21길 2,37.50035507,126.827683,교육,고등학교
서울숭신초등학교,서울특별시 성동구 마장로 161,37.56781934,127.0278897,교육,초등학교
서울옥수초등학교,서울특별시 성동구 금호로1길 25,37.54552939,127.0218696,교육,초등학교
서울숭인초등학교,서울특별시 성북구 오패산로16길 37,37.6091602,127.0382341,교육,초등학교
광신방송예술고등학교,서울특별시 관악구 광신길 141,37.4644762,126.9259406,교육,고등학교
신림고등학교,서울특별시 관악구 문성로 119,37.47921049,126.9169672,교육,고등학교
문현중학교,서울특별시 송파구 충민로 99,37.48058417,127.1279464,교육,중학교
동작고등학교,서울특별시 동작구 솔밭로 51,37.48260194,126.9650863,교육,고등학교
가재울고등학교,서울특별시 서대문구 수색로 100-35,37.57444587,126.9094148,교육,고등학교
서울신영초등학교,서울특별시 영등포구 도신로4길 32,37.50100602,126.8960948,교육,초등학교
이화여자대학교사범대학부속이화·금란중학교,서울특별시 서대문구 성산로 520,37.56264282,126.9444886,교육,중학교
상계중학교,서울특별시 노원구 노원로 398,37.65260154,127.0689222,교육,중학교
미림마이스터고등학교,서울특별시 관악구 호암로 546,37.4661018,126.9319279,교육,고등학교
서울하늘초등학교,서울특별시 마포구 월드컵북로 502-14,37.5858088,126.8808619,교육,초등학교
가락고등학교,서울특별시 송파구 송이로 42,37.50107579,127.1164258,교육,고등학교
