학교명,소재지도로명주소,위도,경도,카테고리_대,카테고리_소
서울용답초등학교,서울특별시 성동구 용답25길 1,37.56073011,127.0537608,교육,초등학교
장훈고등학교,서울특별시 영등포구 영등포로64길 26,37.51334559,126.9162285,교육,고등학교
자운고등학교,서울특별시 도봉구 노해로69길 150,37.65902067,127.0506763,교육,고등학교
서울성일초등학교,서울특별시 강동구 성내로15길 33,37.52970924,127.1284083,교육,초등학교
증산중학교,서울특별시 은평구 증산로5길 27-30,37.58344275,126.9041567,교육,중학교
중앙여자중학교,서울특별시 서대문구 북아현로11가길 7,37.56317672,126.9540593,교육,중학교
용강중학교,서울특별시 용산구 이촌로65가길 91,37.52157693,126.9754853,교육,중학교
영등포중학교,서울특별시 동작구 등용로8길 5,37.5080846,126.9331435,교육,중학교
서울대학교사범대학부설초등학교,서울특별시 종로구 대학로 64,37.5775997,127.0042955,교육,초등학교
서울마포초등학교,서울특별시 마포구 도화2길 64,37.53860225,126.949816,교육,초등학교
염경중학교,서울특별시 강서구 양천로69길 35,37.55453781,126.8705292,교육,중학교
창동중학교,서울특별시 도봉구 방학로 32,37.66322957,127.0489975,교육,중학교
서울재동초등학교,서울특별시 종로구 북촌로4길 7,37.58002991,126.9851778,교육,초등학교
백운중학교,서울특별시 도봉구 도봉로129길 50,37.65640592,127.0359041,교육,중학교
서울상일초등학교,서울특별시 강동구 천호대로 1477,37.54757217,127.1726635,교육,초등학교
솔샘고등학교,서울특별시 강북구 인수봉로 39,37.62366717,127.0121354,교육,고등학교
신진과학기술고등학교,서울특별시 은평구 은평로6길 16,37.59871385,126.9188364,교육,고등학교
상일여자고등학교,서울특별시 강동구 천호대로219길 61,37.54858748,127.1708235,교육,고등학교
서울동자초등학교,서울특별시 광진구 뚝섬로 561,37.53505821,127.0721792,교육,초등학교
서울선사초등학교,서울특별시 강동구 올림픽로 837,37.55584691,127.128196,교육,초등학교
대림중학교,서울특별시 영등포구 시흥대로185길 6,37.49231887,126.9074673,교육,중학교
상일미디어고등학교,서울특별시 강동구 천호대로219길 61,37.54858748,127.1708235,교육,고등학교
서울의료보건고등학교,서울특별시 중구 만리재로37길 30,37.55729809,126.9667727,교육,고등학교
성내중학교,서울특별시 강동구 성안로7길 36,37.52906191,127.1291173,교육,중학교
서울개봉초등학교,서울특별시 구로구 개봉로16길 30-11,37.48952491,126.857976,교육,초등학교
청원여자고등학교,서울특별시 노원구 한글비석로 506,37.66525155,127.0625329,교육,고등학교
화랑초등학교,서울특별시 노원구 화랑로 621,37.62878266,127.0889915,교육,초등학교
서울방산초등학교,서울특별시 송파구 오금로27길 42,37.50955532,127.1210892,교육,초등학교
선린인터넷고등학교,서울특별시 용산구 원효로97길 33-4,37.54296872,126.9649361,교육,고등학교
성보고등학교,서울특별시 관악구 남부순환로156길 39,37.48072837,126.9209573,교육,고등학교
서울선린초등학교,서울특별시 강동구 진황도로61길 29,37.52976012,127.145594,교육,초등학교
서울조원초등학교,서울특별시 관악구 조원로 67,37.48417783,126.909581,교육,초등학교
선일빅데이터고등학교,서울특별시 은평구 갈현로29길 27,37.62033713,126.9119931,교육,고등학교
서울전동초등학교,서울특별시 동대문구 전농로16길 61,37.57908329,127.0608053,교육,초등학교
대왕중학교,서울특별시 강남구 광평로20길 7,37.48346033,127.0873381,교육,중학교
서울휘봉초등학교,서울특별시 동대문구 장안벚꽃로 309,37.58567641,127.0700416,교육,초등학교
서울영서초등학교,서울특별시 구로구 도림로20길 57,37.48896082,126.8955833,교육,초등학교
서울덕암초등학교,서울특별시 노원구 덕릉로112길 68,37.6666212,127.0814598,교육,초등학교
잠신중학교,서울특별시 송파구 잠실로 12,37.51613937,127.087802,교육,중학교
서울동답초등학교,서울특별시 동대문구 답십리로60길 12,37.57150142,127.0640341,교육,초등학교
대원외국어고등학교,서울특별시 광진구 용마산로22길 26,37.56249279,127.0894374,교육,고등학교
광남고등학교,서울특별시 광진구 아차산로70길 17-16,37.54151472,127.1012139,교육,고등학교
청량고등학교,서울특별시 동대문구 왕산로 303,37.588886,127.051311,교육,고등학교
성암여자중학교,서울특별시 강북구 도봉로29길 52,37.62041353,127.0239059,교육,중학교
잠일고등학교,서울특별시 송파구 백제고분로 21,37.514521,127.0825552,교육,고등학교
서울태릉초등학교,서울특별시 노원구 노원로1길 36,37.62310241,127.0850589,교육,초등학교
양정고등학교,서울특별시 양천구 안양천로 1039,37.53539226,126.8877343,교육,고등학교
면목중학교,서울특별시 중랑구 용마산로70길 37,37.58321586,127.0963033,교육,중학교
영동중학교,서울특별시 서초구 성촌길 14,37.46598629,127.0251408,교육,중학교
구암고등학교,서울특별시 관악구 성현로 57,37.49244195,126.949625,교육,고등학교
서울북한산초등학교,서울특별시 은평구 대서문길 42-3,37.65363208,126.9504624,교육,초등학교
광남중학교,서울특별시 광진구 아차산로70길 17-62,37.54083041,127.1016205,교육,중학교
배화여자중학교,서울특별시 종로구 필운대로1길 34,37.57954401,126.9672919,교육,중학교
혜원여자중학교,서울특별시 중랑구 봉우재로58길 39,37.59327987,127.0970427,교육,중학교
석관중학교,서울특별시 성북구 한천로 526,37.60814014,127.0667131,교육,중학교
인창고등학교,서울특별시 서대문구 경기대로 65,37.56488513,126.9640232,교육,고등학교
신도중학교,서울특별시 은평구 진관1로 77-30,37.63298366,126.9308787,교육,중학교
서울인수초등학교,서울특별시 강북구 인수봉로 269,37.64305053,127.0091358,교육,초등학교
대영중학교,서울특별시 영등포구 도림로80가길 14,37.50343784,126.905208,교육,중학교
서울계상초등학교,서울특별시 노원구 한글비석로41가길 24,37.66219777,127.0686777,교육,초등학교
신일고등학교,서울특별시 강북구 솔매로49길 20,37.62796722,127.0284031,교육,고등학교
태강삼육초등학교,서울특별시 노원구 화랑로 815,37.64335737,127.1088503,교육,초등학교
서울한산초등학교,서울특별시 강동구 풍성로 261,37.52869458,127.141077,교육,초등학교
여의도고등학교,서울특별시 영등포구 국제금융로7길 37,37.52505101,126.9342192,교육,고등학교
서울신상도초등학교,서울특별시 동작구 장승배기로 14,37.50034802,126.9446159,교육,초등학교
서울대신초등학교,서울특별시 서대문구 이화여대2길 27,37.55795026,126.9480572,교육,초등학교
서울덕수초등학교,서울특별시 중구 덕수궁길 140,37.56908888,126.9746579,교육,초등학교
경복고등학교,서울특별시 종로구 자하문로28가길 9,37.58594567,126.9715109,교육,고등학교
서울성수초등학교,서울특별시 성동구 아차산로17길 21,37.54433609,127.0631674,교육,초등학교
동성고등학교,서울특별시 종로구 대학로 156,37.58496996,127.0030619,교육,고등학교
서울녹번초등학교,서울특별시 은평구 녹번로1길 1,37.60458339,126.9257463,교육,초등학교
서울항공비즈니스고등학교,서울특별시 강서구 방화대로34길 13,37.56921778,126.8170408,교육,고등학교
대신중학교,서울특별시 종로구 사직로 9,37.57310947,126.9612545,교육,중학교
수락고등학교,서울특별시 노원구 동일로245길 143,37.68293167,127.053571,교육,고등학교
명덕고등학교,서울특별시 강서구 강서로47길 34-10,37.55390749,126.8342914,교육,고등학교
서울삼성초등학교,서울특별시 관악구 대학7길 52,37.46852204,126.9404929,교육,초등학교
서울당현초등학교,서울특별시 노원구 동일로213길 52,37.64826016,127.0582136,교육,초등학교
삼성고등학교,서울특별시 관악구 신림로 41,37.46913998,126.9436438,교육,고등학교
서울수리초등학교,서울특별시 은평구 불광로14길 10-10,37.62030737,126.9341783,교육,초등학교
신도림고등학교,서울특별시 구로구 경인로67길 159,37.51406292,126.8820838,교육,고등학교
서울신명초등학교,서울특별시 강동구 명일로24길 33,37.54092685,127.1499791,교육,초등학교
서울신암초등학교,서울특별시 강동구 올림픽로93길 33-16,37.55002367,127.1244044,교육,초등학교
선일여자고등학교,서울특별시 은평구 갈현로29길 27,37.62030421,126.9119931,교육,고등학교
경성고등학교,서울특별시 마포구 성미산로 111,37.56351064,126.9191663,교육,고등학교
서울대조초등학교,서울특별시 은평구 연서로18길 17,37.61357914,126.9193022,교육,초등학교
경일고등학교,서울특별시 성동구 성수일로 27,37.54382982,127.0478683,교육,고등학교
노곡중학교,서울특별시 도봉구 노해로70길 95,37.64880251,127.0537437,교육,중학교
장충중학교,서울특별시 중구 동호로15길 93,37.5535149,127.006415,교육,중학교
계성고등학교,서울특별시 성북구 길음로 63,37.6074936,127.0201836,교육,고등학교
서울은명초등학교,서울특별시 은평구 은평로4길 21-9,37.59769681,126.9182757,교육,초등학교
선정국제관광고등학교,서울특별시 은평구 서오릉로20길 19,37.61870451,126.9090316,교육,고등학교
서울대명초등학교,서울특별시 강동구 상암로 271,37.54766615,127.1532897,교육,초등학교
서울오정초등학교,서울특별시 구로구 경인로2길 10,37.49016566,126.8264392,교육,초등학교
영림중학교,서울특별시 구로구 가마산로27길 17,37.49721962,126.8906895,교육,중학교
서울연은초등학교,서울특별시 은평구 백련산로2길 35,37.59051222,126.9251778,교육,초등학교
명일여자고등학교,서울특별시 강동구 명일로 350,37.54977633,127.1495815,교육,고등학교
서울강빛초등학교,서울특별시 강동구 아리수로93다길 1,37.57432025,127.1707749,교육,초등학교
둔촌중학교,서울특별시 강동구 진황도로61길 25-30,37.53083609,127.1463317,교육,중학교
서울역촌초등학교,서울특별시 은평구 은평로3길 25,37.60158417,126.913928,교육,초등학교
서울언남초등학교,서울특별시 서초구 헌릉로8길 42,37.45380928,127.0614475,교육,초등학교
국립전통예술고등학교,서울특별시 금천구 시흥대로38길 62,37.44637006,126.9064871,교육,고등학교
동광초등학교,서울특별시 금천구 탑골로10길 45,37.45199688,126.9158199,교육,초등학교
수도여자고등학교,서울특별시 동작구 여의대방로10길 73,37.49280146,126.9149071,교육,고등학교
마곡하늬중학교,서울특별시 강서구 마곡서1로 16,37.55812766,126.8209848,교육,중학교
신광여자고등학교,서울특별시 용산구 청파로 263,37.54289988,126.9694475,교육,고등학교
화계중학교,서울특별시 강북구 화계사길 63,37.63251806,127.0097091,교육,중학교
서울망원초등학교,서울특별시 마포구 방울내로5길 28,37.56088948,126.9007631,교육,초등학교
영훈초등학교,서울특별시 강북구 도봉로13가길 19,37.61468187,127.0280933,교육,초등학교
한울중학교,서울특별시 금천구 독산로50길 60,37.46240099,126.9071815,교육,중학교
서울창서초등학교,서울특별시 서대문구 연세로5나길 30-3,37.55814305,126.9334809,교육,초등학교
세그루패션디자인고등학교,서울특별시 도봉구 시루봉로 53,37.65634868,127.0268766,교육,고등학교
서울성내초등학교,서울특별시 강동구 성내로3길 19,37.53135786,127.1225001,교육,초등학교
여의도여자고등학교,서울특별시 영등포구 국제금융로7가길 13,37.52288764,126.9350871,교육,고등학교
서울중랑초등학교,서울특별시 중랑구 봉우재로6길 26,37.58966282,127.0755035,교육,초등학교
봉림중학교,서울특별시 관악구 장군봉길 72,37.48119817,126.9377027,교육,중학교
서울둔촌초등학교,서울특별시 강동구 양재대로88길 27,37.52624852,127.1374348,교육,초등학교
공항고등학교,서울특별시 강서구 방화대로34길 43,37.57046109,126.8185198,교육,고등학교
은평메디텍고등학교,서울특별시 은평구 진관2로 57-57,37.63534652,126.9297048,교육,고등학교
서울광장초등학교,서울특별시 광진구 광장로1길 27,37.54854922,127.1017999,교육,초등학교
상명초등학교,서울특별시 노원구 덕릉로 541,37.64872348,127.0669678,교육,초등학교
동북고등학교,서울특별시 강동구 강동대로 305,37.52024061,127.1394507,교육,고등학교
영남중학교,서울특별시 영등포구 대림로31나길 17,37.49787218,126.8958365,교육,중학교
강명중학교,서울특별시 강동구 상일로12길 56,37.5554045,127.1750136,교육,중학교
동구여자중학교,서울특별시 성북구 성북로8길 71,37.5941935,127.0082153,교육,중학교
명지고등학교,서울특별시 서대문구 명지2길 56,37.58491135,126.9270902,교육,고등학교
원촌중학교,서울특별시 서초구 사평대로45길 10,37.5063251,127.0146997,교육,중학교
서울영일초등학교,서울특별시 구로구 남부순환로105길 218,37.48564539,126.8838134,교육,초등학교
경신중학교,서울특별시 종로구 혜화로 74,37.59220227,126.999531,교육,중학교
서울원신초등학교,서울특별시 관악구 광신길 177,37.46719824,126.9272409,교육,초등학교
수유중학교,서울특별시 강북구 인수봉로37길 40,37.6315652,127.0104838,교육,중학교
서울디지텍고등학교,서울특별시 용산구 회나무로12길 27,37.53896942,126.9906121,교육,고등학교
창천중학교,서울특별시 마포구 백범로1길 56,37.55498958,126.9392951,교육,중학교
신명중학교,서울특별시 강동구 명일로24길 25,37.54181449,127.1492919,교육,중학교
서울당곡초등학교,서울특별시 관악구 보라매로2길 23,37.49016812,126.9303698,교육,초등학교
오남중학교,서울특별시 구로구 오리로9길 25,37.48705969,126.837249,교육,중학교
서울수락초등학교,서울특별시 노원구 동일로 1745,37.68450319,127.0551852,교육,초등학교
서울행당초등학교,서울특별시 성동구 고산자로8길 6,37.55701913,127.0348734,교육,초등학교
도봉중학교,서울특별시 도봉구 마들로 671,37.67088384,127.0458717,교육,중학교
서울등원초등학교,서울특별시 강서구 화곡로65길 90,37.55981354,126.850069,교육,초등학교
숭의초등학교,서울특별시 중구 소파로2길 10,37.55785307,126.9874816,교육,초등학교
서울구의초등학교,서울특별시 광진구 광나루로30길 49,37.54300899,127.0803118,교육,초등학교
서울갈현초등학교,서울특별시 은평구 연서로29길 31,37.61977964,126.9166834,교육,초등학교
서울영남초등학교,서울특별시 금천구 문성로 62-15,37.47612262,126.9092099,교육,초등학교
대광초등학교,서울특별시 성북구 안암로 5,37.57915104,127.0234459,교육,초등학교
한영중학교,서울특별시 강동구 동남로 832,37.54914056,127.1577731,교육,중학교
연천중학교,서울특별시 은평구 연서로41길 30,37.62754521,126.9258198,교육,중학교
상계고등학교,서울특별시 노원구 노해로 432,37.65272468,127.0554534,교육,고등학교
목운중학교,서울특별시 양천구 목동동로 235,37.52700952,126.8730442,교육,중학교
서울개원초등학교,서울특별시 강남구 선릉로 29,37.48161842,127.0587363,교육,초등학교
누원고등학교,서울특별시 도봉구 마들로 849,37.68556896,127.0499327,교육,고등학교
서울매동초등학교,서울특별시 종로구 사직로9길 19,37.57749965,126.9669415,교육,초등학교
염광메디텍고등학교,서울특별시 노원구 월계로45가길 9,37.63028445,127.0492646,교육,고등학교
세종초등학교,서울특별시 광진구 군자로 114,37.5530111,127.0728646,교육,초등학교
서울매봉초등학교,서울특별시 구로구 고척로21길 55,37.50491523,126.8443653,교육,초등학교
서울영문초등학교,서울특별시 영등포구 문래로 56,37.51980741,126.8875891,교육,초등학교
고덕중학교,서울특별시 강동구 동남로82길 94,37.56036661,127.1616435,교육,중학교
경기상업고등학교,서울특별시 종로구 자하문로 136,37.58925853,126.9700571,교육,고등학교
서울천호초등학교,서울특별시 강동구 구천면로 310-11,37.54771897,127.1365923,교육,초등학교
강빛중학교,서울특별시 강동구 아리수로93다길 1,37.57434332,127.1707749,교육,중학교
서울영등포초등학교,서울특별시 영등포구 경인로 756,37.51287942,126.899634,교육,초등학교
한광고등학교,서울특별시 강서구 등촌로13길 110,37.53884371,126.857922,교육,고등학교
동북중학교,서울특별시 강동구 강동대로 305,37.52024061,127.1394507,교육,중학교
서울양목초등학교,서울특별시 양천구 목동로11길 30,37.52391851,126.8614719,교육,초등학교
동국대학교사범대학부속가람고등학교,서울특별시 광진구 광나루로36길 47,37.54192936,127.0869732,교육,고등학교
영도중학교,서울특별시 양천구 목동중앙남로 27,37.53631557,126.8657711,교육,중학교
한신초등학교,서울특별시 도봉구 노해로49길 69,37.65335584,127.0324273,교육,초등학교
상일중학교,서울특별시 강동구 천호대로219길 61,37.54858748,127.1708235,교육,중학교
서울석관초등학교,서울특별시 성북구 돌곶이로22길 21,37.61102206,127.0583553,교육,초등학교
대원국제중학교,서울특별시 광진구 용마산로22길 26,37.56249279,127.0894181,교육,중학교
서울한강초등학교,서울특별시 용산구 한강대로14길 9,37.52522655,126.965079,교육,초등학교
선사고등학교,서울특별시 강동구 고덕로25길 17,37.55631588,127.1357998,교육,고등학교
공항중학교,서울특별시 강서구 방화대로 241,37.56217751,126.8149668,교육,중학교
서울노량진초등학교,서울특별시 동작구 장승배기로 160,37.51175038,126.9408242,교육,초등학교
서울우솔초등학교,서울특별시 서초구 양재대로2길 74,37.45709258,127.0192756,교육,초등학교
인왕중학교,서울특별시 서대문구 세검정로4길 69,37.59273522,126.9517793,교육,중학교
신사중학교,서울특별시 강남구 압구정로 123,37.52469784,127.0211914,교육,중학교
서울고은초등학교,서울특별시 서대문구 모래내로 441,37.58500184,126.9439749,교육,초등학교
서울신기초등학교,서울특별시 양천구 신정로 292,37.5113683,126.854213,교육,초등학교
한산중학교,서울특별시 강동구 풍성로 251,37.52890274,127.1403034,교육,중학교
서울아현초등학교,서울특별시 마포구 굴레방로 6,37.5558319,126.9562422,교육,초등학교
서울청운초등학교,서울특별시 종로구 자하문로 105,37.58592131,126.9692423,교육,초등학교
서울명일초등학교,서울특별시 강동구 고덕로38길 8,37.5545536,127.1425911,교육,초등학교
신반포중학교,서울특별시 서초구 신반포로19길 26,37.50626532,126.9961146,교육,중학교
신양중학교,서울특별시 광진구 자양강변길 73,37.53365227,127.0634311,교육,중학교
서울어울초등학교,서울특별시 은평구 통일로 650,37.60656331,126.9350984,교육,초등학교
서울등마초등학교,서울특별시 강서구 등촌로35길 12,37.54204371,126.8616672,교육,초등학교
윤중중학교,서울특별시 영등포구 여의동로3길 3,37.51897848,126.9241232,교육,중학교
용산철도고등학교,서울특별시 용산구 서빙고로 24,37.52430312,126.9673581,교육,고등학교
금호고등학교,서울특별시 성동구 금호로 118,37.5536215,127.0234338,교육,고등학교
서울금나래초등학교,서울특별시 금천구 시흥대로79길 37,37.45823,126.8962417,교육,초등학교
광문고등학교,서울특별시 강동구 동남로 968,37.56046181,127.1585463,교육,고등학교
서울연광초등학교,서울특별시 은평구 연서로35길 37,37.62364876,126.923909,교육,초등학교
용마중학교,서울특별시 중랑구 면목로28길 18,37.5745074,127.0862687,교육,중학교
성덕고등학교,서울특별시 강동구 구천면로 396,37.54996367,127.1419039,교육,고등학교
재현중학교,서울특별시 노원구 덕릉로82길 64,37.66126447,127.0807998,교육,중학교
서울강솔초등학교,서울특별시 강동구 고덕로97길 80,37.56186962,127.1802671,교육,초등학교
상명대학교사범대학부속여자고등학교,서울특별시 종로구 홍지문2길 20,37.60410891,126.9551595,교육,고등학교
서울신도초등학교,서울특별시 은평구 진관1로 77-23,37.63296389,126.9291989,교육,초등학교
서울공연초등학교,서울특별시 노원구 동일로192가길 16,37.62754753,127.0745089,교육,초등학교
서울가인초등학교,서울특별시 도봉구 도봉로136다길 4,37.6594678,127.0429509,교육,초등학교
서울성자초등학교,서울특별시 광진구 뚝섬로56길 7,37.53149357,127.0834083,교육,초등학교
서울명원초등학교,서울특별시 강동구 명일로 364,37.55128785,127.1505002,교육,초등학교
성수고등학교,서울특별시 성동구 서울숲길 18,37.54734181,127.0382534,교육,고등학교
성신여자중학교,서울특별시 성북구 북악산로 918,37.59462313,127.0231285,교육,중학교
한영고등학교,서울특별시 강동구 동남로 832,37.54913153,127.1577731,교육,고등학교
서울교동초등학교,서울특별시 종로구 삼일대로 446,37.57500567,126.9881513,교육,초등학교
추계초등학교,서울특별시 서대문구 북아현로11가길 7,37.56317672,126.9540593,교육,초등학교
동신중학교,서울특별시 강동구 진황도로 72,37.53676952,127.1343666,교육,중학교
서울고덕초등학교,서울특별시 강동구 아리수로82길 42,37.56129361,127.1660799,교육,초등학교
염광고등학교,서울특별시 노원구 월계로45가길 9,37.63028445,127.0492646,교육,고등학교
강동고등학교,서울특별시 강동구 구천면로 572,37.54991665,127.1606683,교육,고등학교
광양고등학교,서울특별시 광진구 자양로3가길 31,37.52937892,127.0851823,교육,고등학교
서울창동초등학교,서울특별시 도봉구 해등로16길 81,37.65536304,127.0448329,교육,초등학교
세현고등학교,서울특별시 강서구 허준로 227,37.56043066,126.8636211,교육,고등학교
신길중학교,서울특별시 영등포구 신길로28길 43,37.50201923,126.9154741,교육,중학교
대일관광고등학교,서울특별시 양천구 신정이펜1로 11,37.51141377,126.8349067,교육,고등학교
둔촌고등학교,서울특별시 강동구 명일로 140,37.53143258,127.1438087,교육,고등학교
서울금호초등학교,서울특별시 성동구 무수막길 69,37.55196497,127.0197434,교육,초등학교
서울금융고등학교,서울특별시 양천구 가로공원로61길 19,37.5376165,126.8256209,교육,고등학교
동대문중학교,서울특별시 동대문구 사가정로 59,37.57452207,127.0519943,교육,중학교
서울강동초등학교,서울특별시 강동구 상암로14길 77,37.5463638,127.1301872,교육,초등학교
서울정목초등학교,서울특별시 양천구 목동중앙로3길 30-10,37.53652885,126.8700491,교육,초등학교
풍문고등학교,서울특별시 강남구 자곡로 152,37.47135959,127.0999634,교육,고등학교
방산고등학교,서울특별시 송파구 오금로27길 18,37.50831315,127.1204696,교육,고등학교
예일디자인고등학교,서울특별시 은평구 연서로 117,37.6109459,126.9147928,교육,고등학교
서울상천초등학교,서울특별시 노원구 덕릉로 443,37.64628513,127.0578888,교육,초등학교
우촌초등학교,서울특별시 성북구 성북로4길 52-1,37.59560791,127.0114325,교육,초등학교
대진여자고등학교,서울특별시 노원구 공릉로 438,37.64617362,127.0671966,교육,고등학교
해누리중학교,서울특별시 송파구 송파대로37길 95,37.49824464,127.1021919,교육,중학교
서울묘곡초등학교,서울특별시 강동구 동남로79길 46,37.55871279,127.1530934,교육,초등학교
서울천일초등학교,서울특별시 강동구 구천면로 266,37.54436122,127.1334367,교육,초등학교
서울이문초등학교,서울특별시 동대문구 신이문로 16,37.60189649,127.064885,교육,초등학교
개포중학교,서울특별시 강남구 선릉로 9,37.48078757,127.0616268,교육,중학교
서울세명초등학교,서울특별시 강남구 자곡로 55,37.4688571,127.0910759,교육,초등학교
서울월천초등학교,서울특별시 도봉구 노해로70길 96,37.64804738,127.0517539,교육,초등학교
서울등촌초등학교,서울특별시 강서구 등촌로39길 71,37.54761422,126.8579422,교육,초등학교
노원고등학교,서울특별시 노원구 노원로 586,37.66180319,127.0540195,교육,고등학교
서울도시과학기술고등학교,서울특별시 성북구 종암로 196,37.6078128,127.0330442,교육,고등학교
서울정심초등학교,서울특별시 금천구 독산로78다길 89,37.47199405,126.9082144,교육,초등학교
서울돈암초등학교,서울특별시 성북구 동소문로13길 38,37.59371444,127.0131036,교육,초등학교
도선고등학교,서울특별시 성동구 마장로 156,37.56684395,127.0269957,교육,고등학교
서울천동초등학교,서울특별시 강동구 성안로 200,37.5410159,127.1378287,교육,초등학교
서울인공지능고등학교,서울특별시 송파구 양산로 21,37.49175309,127.1423309,교육,고등학교
내곡중학교,서울특별시 서초구 청계산로7길 9-20,37.45200325,127.0544446,교육,중학교
서울일원초등학교,서울특별시 강남구 영동대로4길 20,37.48978808,127.0763669,교육,초등학교
서울응암초등학교,서울특별시 은평구 가좌로6길 20,37.58875319,126.9216161,교육,초등학교
서울하늘숲초등학교,서울특별시 구로구 오리로 1106,37.48418114,126.8416517,교육,초등학교
서울항동초등학교,서울특별시 구로구 연동로 178,37.47718813,126.8239832,교육,초등학교
서울양원숲초등학교,서울특별시 중랑구 양원역로 95,37.60934379,127.1051943,교육,초등학교
연희중학교,서울특별시 서대문구 증가로 170,37.57958728,126.9187918,교육,중학교
서울위례초등학교,서울특별시 강동구 명일로 23 (둔촌동),37.52231852,127.1394366,교육,초등학교
서울양재초등학교,서울특별시 서초구 바우뫼로18길 14,37.47416538,127.0318861,교육,초등학교
서울우신초등학교,서울특별시 영등포구 신길로 190,37.50986472,126.9118637,교육,초등학교
시흥중학교,서울특별시 금천구 시흥대로38길 60,37.44629507,126.9050823,교육,중학교
연신중학교,서울특별시 은평구 연서로33길 16-32,37.62353926,126.9242879,교육,중학교
서울영상고등학교,서울특별시 양천구 목동로11길 46,37.52330444,126.8602935,교육,고등학교
항동중학교,서울특별시 구로구 연동로 239-2,37.48285456,126.82019,교육,중학교
서울고일초등학교,서울특별시 강동구 구천면로93길 20,37.55154262,127.1694101,교육,초등학교
세륜중학교,서울특별시 송파구 양재대로72길 41,37.50893314,127.1312464,교육,중학교
오륜중학교,서울특별시 송파구 양재대로 1242,37.51632395,127.1389238,교육,중학교
서울염리초등학교,서울특별시 마포구 토정로37길 37,37.54271029,126.945999,교육,초등학교
서울방현초등학교,서울특별시 서초구 효령로4길 58,37.47650298,126.9900734,교육,초등학교
서울중현초등학교,서울특별시 노원구 섬밭로 181,37.63251462,127.0659521,교육,초등학교
